IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
144.21.50.89,443,443,TRUE,FRA,Europe,Frankfurt,287,8.91
141.148.241.133,443,443,TRUE,FRA,Europe,Frankfurt,171,8.91
144.24.185.177,443,443,TRUE,FRA,Europe,Frankfurt,188,8.9
193.123.69.77,443,443,TRUE,AMS,Europe,Amsterdam,108,8.87
165.1.79.60,8443,443,TRUE,SJC,North America,San Jose,202,8.84
130.162.189.181,443,443,TRUE,FRA,Europe,Frankfurt,177,8.81
89.168.84.91,443,443,TRUE,FRA,Europe,Frankfurt,188,8.78
141.144.195.66,443,443,TRUE,FRA,Europe,Frankfurt,183,8.77
158.178.192.221,443,443,TRUE,CDG,Europe,Paris,183,8.68
143.47.245.155,443,443,TRUE,FRA,Europe,Frankfurt,182,8.6
132.145.54.84,8443,443,TRUE,LHR,Europe,London,186,8.55
158.101.178.156,443,443,TRUE,FRA,Europe,Frankfurt,175,8.52
152.70.59.27,443,443,TRUE,FRA,Europe,Frankfurt,173,8.5
138.2.85.23,8080,443,TRUE,SIN,Asia Pacific,Singapore,73,8.45
152.70.232.117,443,443,TRUE,SIN,Asia Pacific,Singapore,208,8.35
192.9.138.241,443,443,TRUE,SJC,North America,San Jose,226,8.2
130.61.239.203,443,443,TRUE,FRA,Europe,Frankfurt,189,8.2
144.21.41.242,443,443,TRUE,FRA,Europe,Frankfurt,281,8.18
158.178.146.109,443,443,TRUE,FRA,Europe,Frankfurt,280,8.13
130.162.181.179,443,443,TRUE,FRA,Europe,Frankfurt,190,8.12
193.123.234.168,443,443,TRUE,SIN,Asia Pacific,Singapore,221,8.05
158.180.44.106,443,443,TRUE,FRA,Europe,Frankfurt,167,7.97
141.147.61.116,8443,443,TRUE,FRA,Europe,Frankfurt,190,7.96
152.70.123.225,8443,443,TRUE,SJC,North America,San Jose,210,7.96
192.9.246.112,8443,443,TRUE,SJC,North America,San Jose,210,7.9
143.47.243.144,2053,443,TRUE,LHR,Europe,London,202,7.86
132.145.249.219,443,443,TRUE,FRA,Europe,Frankfurt,213,7.83
150.230.47.17,443,443,TRUE,SJC,North America,San Jose,196,7.83
141.148.229.231,8443,443,TRUE,AMS,Europe,Amsterdam,166,7.78
130.162.229.42,2053,443,TRUE,FRA,Europe,Frankfurt,166,7.7
146.56.36.129,443,443,TRUE,SIN,Asia Pacific,Singapore,203,7.69
132.145.54.84,2053,443,TRUE,LHR,Europe,London,153,7.67
146.235.199.98,443,443,TRUE,SJC,North America,San Jose,197,7.66
141.144.196.26,443,443,TRUE,FRA,Europe,Frankfurt,173,7.62
192.9.157.76,443,8443,TRUE,SJC,North America,San Jose,209,7.62
130.61.109.6,2096,443,TRUE,FRA,Europe,Frankfurt,176,7.61
192.9.137.193,8443,443,TRUE,SJC,North America,San Jose,199,7.52
146.235.210.182,2053,443,TRUE,SJC,North America,San Jose,197,7.51
146.235.210.182,8443,443,TRUE,SJC,North America,San Jose,201,7.51
141.145.206.16,8443,443,TRUE,CDG,Europe,Paris,163,7.48
152.67.78.164,8443,443,TRUE,ZRH,Europe,Zurich,174,7.44
141.148.229.231,2053,443,TRUE,AMS,Europe,Amsterdam,171,7.41
152.70.59.117,443,443,TRUE,FRA,Europe,Frankfurt,163,7.32
158.178.151.198,443,443,TRUE,FRA,Europe,Frankfurt,172,7.2
131.186.28.212,443,443,TRUE,SIN,Asia Pacific,Singapore,202,7.18
144.24.173.250,2053,443,TRUE,FRA,Europe,Frankfurt,188,7.14
130.162.177.62,443,443,TRUE,FRA,Europe,Frankfurt,160,7.14
79.72.71.119,443,443,TRUE,FRA,Europe,Frankfurt,199,7.13
68.233.127.163,8443,443,TRUE,YYZ,North America,Toronto,254,7.1
129.146.248.140,443,443,TRUE,LAX,North America,Los Angeles,355,7.07
141.148.225.142,443,443,TRUE,AMS,Europe,Amsterdam,167,7.06
144.24.173.250,8443,443,TRUE,FRA,Europe,Frankfurt,166,7.01
152.67.78.164,8443,443,TRUE,ZRH,Europe,Zurich,177,6.8
130.61.109.6,8443,443,TRUE,FRA,Europe,Frankfurt,178,6.77
140.238.27.42,443,443,TRUE,SIN,Asia Pacific,Singapore,257,6.69
164.152.26.70,2086,443,TRUE,ORD,North America,Chicago,221,6.61
141.147.61.116,2053,443,TRUE,FRA,Europe,Frankfurt,172,6.51
144.21.53.206,443,443,TRUE,FRA,Europe,Frankfurt,185,6.51
204.216.214.115,2095,443,TRUE,MXP,Europe,Milan,246,6.47
146.56.37.255,443,443,TRUE,SIN,Asia Pacific,Singapore,263,6.46
193.122.197.111,443,443,TRUE,IAD,North America,Ashburn,237,6.46
130.61.109.6,2053,443,TRUE,FRA,Europe,Frankfurt,165,6.45
144.24.173.250,2096,443,TRUE,FRA,Europe,Frankfurt,182,6.37
130.61.239.203,2053,443,TRUE,FRA,Europe,Frankfurt,176,6.23
168.138.165.174,443,443,TRUE,SIN,Asia Pacific,Singapore,62,6.09
130.61.107.238,8443,443,TRUE,FRA,Europe,Frankfurt,169,6.06
131.186.29.196,443,443,TRUE,SIN,Asia Pacific,Singapore,249,5.98
158.179.207.182,2053,443,TRUE,ARN,Europe,Stockholm,176,5.76
144.24.161.142,8443,443,TRUE,FRA,Europe,Frankfurt,167,5.74
130.162.236.248,443,443,TRUE,FRA,Europe,Frankfurt,170,5.72
64.110.104.30,443,443,TRUE,KIX,Asia Pacific,Osaka,92,5.66
158.179.172.95,443,443,TRUE,ICN,Asia Pacific,Seoul,67,5.65
140.238.58.181,2053,443,TRUE,NRT,Asia Pacific,Tokyo,434,5.56
130.162.175.14,443,443,TRUE,FRA,Europe,Frankfurt,160,5.56
152.70.235.207,443,443,TRUE,NRT,Asia Pacific,Tokyo,101,5.4
129.151.205.193,443,443,TRUE,ARN,Europe,Stockholm,210,5.39
152.70.155.147,2087,2087,TRUE,LAX,North America,Los Angeles,266,5.37
140.238.195.98,443,443,TRUE,SYD,Oceania,Sydney,91,5.36
192.9.180.162,443,443,TRUE,SYD,Oceania,Sydney,93,5.33
130.162.140.215,443,443,TRUE,NRT,Asia Pacific,Tokyo,130,5.24
146.56.46.84,443,443,TRUE,NRT,Asia Pacific,Tokyo,100,5.19
159.13.46.42,443,443,TRUE,SYD,Oceania,Sydney,93,5.17
138.3.222.33,443,443,TRUE,NRT,Asia Pacific,Tokyo,72,5.12
193.123.250.209,2087,2096,TRUE,ICN,Asia Pacific,Seoul,141,5.05
89.168.75.90,443,443,TRUE,FRA,Europe,Frankfurt,260,5.01
204.216.105.106,8443,8443,TRUE,YYZ,North America,Toronto,271,4.99
141.147.47.32,8443,443,TRUE,FRA,Europe,Frankfurt,169,4.96
158.101.175.51,8443,443,TRUE,FRA,Europe,Frankfurt,159,4.94
141.147.15.16,443,443,TRUE,FRA,Europe,Frankfurt,240,4.86
158.101.169.13,2053,443,TRUE,FRA,Europe,Frankfurt,170,4.84
141.148.226.222,443,443,TRUE,FRA,Europe,Frankfurt,196,4.82
141.144.232.159,443,443,TRUE,FRA,Europe,Frankfurt,172,4.73
89.168.118.76,443,443,TRUE,FRA,Europe,Frankfurt,167,4.64
130.162.34.233,443,443,TRUE,FRA,Europe,Frankfurt,220,4.62
84.235.169.234,443,443,TRUE,AMS,Europe,Amsterdam,171,4.6
141.148.229.106,443,443,TRUE,AMS,Europe,Amsterdam,184,4.56
192.9.224.194,443,443,TRUE,SJC,North America,San Jose,206,4.51
146.56.188.90,2053,443,TRUE,ICN,Asia Pacific,Seoul,104,4.48
144.24.243.207,443,443,TRUE,ZRH,Europe,Zurich,210,4.47
131.186.27.112,2096,443,TRUE,ICN,Asia Pacific,Seoul,120,4.46
129.80.116.250,443,443,TRUE,IAD,North America,Ashburn,244,4.43
158.101.215.45,8443,443,TRUE,AMS,Europe,Amsterdam,169,4.42
141.147.86.34,443,443,TRUE,FRA,Europe,Frankfurt,179,4.39
158.101.11.22,8443,443,TRUE,LAX,North America,Los Angeles,191,4.37
144.24.189.21,443,443,TRUE,FRA,Europe,Frankfurt,169,4.34
192.9.159.65,443,443,TRUE,SJC,North America,San Jose,197,4.29
158.179.203.23,443,443,TRUE,OSL,Europe,Oslo,186,4.28
152.67.65.201,443,443,TRUE,ZRH,Europe,Zurich,149,4.27
155.248.196.123,443,443,TRUE,YVR,North America,Vancouver,199,4.25
152.70.59.90,8443,443,TRUE,AMS,Europe,Amsterdam,184,4.16
146.235.219.98,443,443,TRUE,SJC,North America,San Jose,192,4.1
192.9.250.241,443,443,TRUE,SJC,North America,San Jose,233,4.07
129.213.165.166,443,443,TRUE,IAD,North America,Ashburn,244,4.06
155.248.202.141,443,443,TRUE,SJC,North America,San Jose,213,4.05
132.145.152.194,443,443,TRUE,IAD,North America,Ashburn,263,4.04
141.145.205.115,8443,8443,TRUE,CDG,Europe,Paris,213,3.93
64.110.103.69,443,443,TRUE,KIX,Asia Pacific,Osaka,77,3.92
144.24.200.164,443,443,TRUE,MRS,Europe,Marseille,157,3.75
146.56.174.121,443,443,TRUE,SIN,Asia Pacific,Singapore,297,3.54
158.101.175.51,2053,443,TRUE,FRA,Europe,Frankfurt,166,3.52
129.159.83.88,8443,443,TRUE,IAD,North America,Ashburn,250,3.41
158.180.49.11,2053,443,TRUE,FRA,Europe,Frankfurt,175,3.28
168.138.71.220,443,443,TRUE,YYZ,North America,Toronto,269,3.25
146.56.142.129,443,443,TRUE,SIN,Asia Pacific,Singapore,325,3.21
129.154.209.230,443,443,TRUE,SIN,Asia Pacific,Singapore,312,3.18
168.138.66.11,443,443,TRUE,YYZ,North America,Toronto,251,3.13
152.70.155.147,443,443,TRUE,LAX,North America,Los Angeles,331,3.09
79.72.82.132,443,443,TRUE,FRA,Europe,Frankfurt,210,3.02
146.56.164.3,443,443,TRUE,SIN,Asia Pacific,Singapore,478,2.82
140.238.158.238,443,443,TRUE,YYZ,North America,Toronto,234,2.79
89.168.43.31,8443,443,TRUE,CDG,Europe,Paris,153,2.75
193.123.61.142,2053,443,TRUE,AMS,Europe,Amsterdam,200,2.69
158.101.24.17,443,443,TRUE,LAX,North America,Los Angeles,447,2.68
152.67.44.30,443,443,TRUE,GIG,South America,Rio de Janeiro,362,2.58
141.147.64.56,443,443,TRUE,FRA,Europe,Frankfurt,262,2.53
158.178.129.114,2053,443,TRUE,TLV,Middle East,Tel Aviv,207,2.5
89.168.43.31,2053,443,TRUE,CDG,Europe,Paris,211,2.45
129.159.241.172,443,443,TRUE,FRA,Europe,Frankfurt,182,2.4
158.178.129.114,8443,443,TRUE,TLV,Middle East,Tel Aviv,196,2.13
158.101.94.136,443,443,TRUE,SIN,Asia Pacific,Singapore,485,2.1
152.67.65.201,443,443,TRUE,MXP,Europe,Milan,229,2.07
152.70.155.147,2096,2096,TRUE,LAX,North America,Los Angeles,213,1.9
129.146.137.89,2096,443,TRUE,LAX,North America,Los Angeles,364,1.75
152.70.234.188,443,443,TRUE,NRT,Asia Pacific,Tokyo,107,1.73
150.230.44.13,443,443,TRUE,SJC,North America,San Jose,198,1.6
158.180.49.11,8443,443,TRUE,FRA,Europe,Frankfurt,169,1.57
138.3.209.187,443,443,TRUE,SIN,Asia Pacific,Singapore,482,1.52
138.3.219.168,443,443,TRUE,SIN,Asia Pacific,Singapore,462,1.34
193.123.61.142,8443,443,TRUE,AMS,Europe,Amsterdam,239,1.33
141.147.59.21,443,443,TRUE,FRA,Europe,Frankfurt,222,1.18
132.145.82.137,443,443,TRUE,ICN,Asia Pacific,Seoul,135,1.17
138.2.31.171,443,443,TRUE,SIN,Asia Pacific,Singapore,471,1.12
140.238.158.238,8080,443,TRUE,YYZ,North America,Toronto,245,1.11
89.168.68.57,2053,443,TRUE,FRA,Europe,Frankfurt,170,1.06
158.178.206.197,8443,443,TRUE,CDG,Europe,Paris,181,1.06
132.226.15.7,443,443,TRUE,SIN,Asia Pacific,Singapore,509,1.05
158.101.175.51,8443,443,TRUE,FRA,Europe,Frankfurt,166,1.03
146.56.188.90,2083,443,TRUE,ICN,Asia Pacific,Seoul,102,1
193.122.125.174,2053,443,TRUE,ICN,Asia Pacific,Seoul,85,0.99
89.168.52.251,8443,443,TRUE,CDG,Europe,Paris,175,0.91
129.159.84.71,443,443,TRUE,IAD,North America,Ashburn,251,0.69
152.70.155.147,2053,2053,TRUE,LAX,North America,Los Angeles,265,0.53
89.168.68.57,8443,443,TRUE,FRA,Europe,Frankfurt,185,0.5
141.147.190.128,443,443,TRUE,NRT,Asia Pacific,Tokyo,79,0.46
140.83.37.223,443,443,TRUE,NRT,Asia Pacific,Tokyo,83,0.37
140.238.15.251,443,443,TRUE,ICN,Asia Pacific,Seoul,138,0.31
129.146.254.39,443,443,TRUE,LAX,North America,Los Angeles,248,0.21
158.178.206.197,2053,443,TRUE,CDG,Europe,Paris,238,0.2
146.56.132.247,443,443,TRUE,NRT,Asia Pacific,Tokyo,111,0.19
158.179.207.182,8443,443,TRUE,ARN,Europe,Stockholm,287,0.07
129.146.242.24,2053,443,TRUE,LAX,North America,Los Angeles,216,0.07
158.101.98.60,2095,443,TRUE,IAD,North America,Ashburn,246,0.05
132.145.127.203,2053,443,TRUE,NRT,Asia Pacific,Tokyo,81,0.04
146.235.59.153,2053,443,TRUE,GRU,South America,São Paulo,360,0.04
146.235.59.153,8443,443,TRUE,GRU,South America,São Paulo,361,0.03
40.233.70.7,8443,443,TRUE,YYZ,North America,Toronto,263,0.03
132.226.163.224,2053,443,TRUE,GRU,South America,São Paulo,369,0.02
164.152.17.14,443,443,TRUE,ORD,North America,Chicago,217,0.02
132.145.127.203,8443,443,TRUE,NRT,Asia Pacific,Tokyo,456,0.01
141.148.219.182,80,80,FALSE,BOM,Asia Pacific,Mumbai,59,0
168.138.162.187,443,443,TRUE,SIN,Asia Pacific,Singapore,60,0
129.154.50.220,443,443,TRUE,ICN,Asia Pacific,Seoul,66,0
144.24.85.158,80,80,FALSE,ICN,Asia Pacific,Seoul,66,0
152.67.222.250,80,80,FALSE,ICN,Asia Pacific,Seoul,67,0
158.179.164.17,2052,2052,FALSE,ICN,Asia Pacific,Seoul,68,0
132.226.1.227,443,443,TRUE,NRT,Asia Pacific,Tokyo,69,0
140.83.61.244,443,443,TRUE,HKG,Asia Pacific,Hong Kong,70,0
152.70.102.159,443,8080,FALSE,NRT,Asia Pacific,Tokyo,75,0
138.2.18.184,80,80,FALSE,NRT,Asia Pacific,Tokyo,76,0
131.186.62.248,443,443,TRUE,NRT,Asia Pacific,Tokyo,80,0
140.83.57.116,8443,80,FALSE,KIX,Asia Pacific,Osaka,82,0
140.238.50.112,443,8443,TRUE,NRT,Asia Pacific,Tokyo,82,0
168.138.201.0,443,443,TRUE,NRT,Asia Pacific,Tokyo,84,0
130.162.193.44,2086,80,FALSE,MEL,Oceania,Melbourne,84,0
217.142.140.67,2052,80,FALSE,HKG,Asia Pacific,Hong Kong,88,0
168.138.47.238,8443,80,FALSE,KIX,Asia Pacific,Osaka,92,0
144.24.83.39,443,443,TRUE,ICN,Asia Pacific,Seoul,98,0
146.56.133.27,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,98,0
193.123.233.143,2083,80,FALSE,NRT,Asia Pacific,Tokyo,101,0
146.56.182.4,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,102,0
146.56.188.90,2052,2052,FALSE,ICN,Asia Pacific,Seoul,103,0
146.56.162.25,80,80,FALSE,ICN,Asia Pacific,Seoul,103,0
193.122.101.195,443,443,TRUE,NRT,Asia Pacific,Tokyo,103,0
146.56.133.140,2083,80,FALSE,NRT,Asia Pacific,Tokyo,106,0
146.56.133.140,2096,80,FALSE,NRT,Asia Pacific,Tokyo,107,0
193.123.235.59,443,443,TRUE,HKG,Asia Pacific,Hong Kong,108,0
144.24.200.164,80,80,FALSE,MRS,Europe,Marseille,157,0
130.162.61.18,80,80,FALSE,FRA,Europe,Frankfurt,165,0
140.238.88.47,443,443,TRUE,LHR,Europe,London,167,0
138.2.157.236,443,443,TRUE,FRA,Europe,Frankfurt,184,0
152.70.155.147,2086,2086,FALSE,LAX,North America,Los Angeles,204,0
192.18.134.231,443,443,TRUE,SJC,North America,San Jose,205,0
129.146.240.62,443,443,TRUE,LAX,North America,Los Angeles,211,0
152.70.155.147,2082,2082,FALSE,LAX,North America,Los Angeles,213,0
192.18.159.129,443,443,TRUE,YYZ,North America,Toronto,232,0
192.18.148.248,443,443,TRUE,YYZ,North America,Toronto,233,0
158.101.98.60,2053,443,TRUE,IAD,North America,Ashburn,241,0
132.145.134.230,80,80,FALSE,IAD,North America,Ashburn,242,0
129.213.165.166,80,80,FALSE,IAD,North America,Ashburn,263,0
152.70.155.147,8880,8880,FALSE,LAX,North America,Los Angeles,283,0
152.70.155.147,80,80,FALSE,LAX,North America,Los Angeles,308,0
152.70.155.147,2095,2095,FALSE,LAX,North America,Los Angeles,310,0
138.3.222.135,443,443,TRUE,NRT,Asia Pacific,Tokyo,480,0
152.70.155.147,8080,8080,FALSE,LAX,North America,Los Angeles,582,0
152.70.155.147,2052,2052,FALSE,LAX,North America,Los Angeles,589,0
